"","Year","Country","Income","LifeExp","region","Population"
"27057","1958","Cuba",10700,64.4,"Americas",6880000
"27058","1958","Cyprus",5100,67,"Asia",559000
"27059","1958","Czech Republic",10700,70,"Europe",9510000
"27060","1958","Denmark",14100,72.2,"Europe",4520000
"27061","1958","Djibouti",3530,51.4,"Africa",76400
"27062","1958","Dominican Republic",2680,55.2,"Americas",3080000
"27063","1958","Ecuador",4160,56,"Americas",4300000
"27064","1958","Egypt",1890,46.2,"Africa",25500000
"27065","1958","El Salvador",3930,51.6,"Americas",2620000
"27066","1958","Equatorial Guinea",583,39.7,"Africa",248000
"27067","1958","Eritrea",883,40.8,"Africa",1330000
"27068","1958","Estonia",6870,68.1,"Europe",1190000
"27069","1958","Ethiopia",631,31.5,"Africa",21200000
"27070","1958","Fiji",3400,58.7,"Oceania",368000
"27071","1958","Finland",9330,68.4,"Europe",4360000
"27072","1958","France",10700,70.4,"Europe",44800000
"27073","1958","Gabon",1230,43,"Africa",491000
"27074","1958","Gambia",1120,44.2,"Africa",344000
"27075","1958","Georgia",3130,60.3,"Asia",3880000
"27076","1958","Germany",12800,69.1,"Europe",72500000
"27077","1958","Ghana",2090,49.6,"Africa",6250000
"27078","1958","Greece",5800,69.5,"Europe",8180000
"27079","1958","Grenada",1980,62,"Americas",86500
"27080","1958","Guatemala",3260,43.5,"Americas",3970000
"27081","1958","Guinea",754,41.5,"Africa",3470000
"27082","1958","Guinea-Bissau",1190,38.4,"Africa",601000
"27083","1958","Guyana",3280,59.1,"Americas",536000
"27084","1958","Haiti",2360,39.8,"Americas",3720000
"27085","1958","Honduras",2470,48.6,"Americas",1930000
"27086","1958","Hungary",8360,67.3,"Europe",9940000
"27087","1958","Iceland",11000,73.5,"Europe",168000
"27088","1958","India",998,40.1,"Asia",432000000
"27089","1958","Indonesia",1660,44.1,"Asia",83300000
"27090","1958","Iraq",5550,47.2,"Asia",6950000
"27091","1958","Ireland",7030,69.6,"Europe",2850000
"27092","1958","Israel",6160,66.7,"Asia",1940000
"27093","1958","Italy",9250,68.8,"Europe",49200000
"27094","1958","Jamaica",5000,63.4,"Americas",1590000
"27095","1958","Japan",4060,67.3,"Asia",91900000
"27096","1958","Jordan",3870,52.6,"Asia",832000
"27097","1958","Kenya",1920,49.4,"Africa",7630000
"27098","1958","Kiribati",2650,48.7,"Oceania",39300
"27099","1958","Kuwait",15700,61.5,"Asia",222000
"27100","1958","Kyrgyz Republic",2680,54.6,"Asia",2050000
"27101","1958","Latvia",5270,67.9,"Europe",2080000
"27102","1958","Lebanon",8250,63.1,"Asia",1690000
"27103","1958","Lesotho",530,51,"Africa",824000
"27104","1958","Liberia",1700,40.6,"Africa",1070000
"27105","1958","Libya",9100,46,"Africa",1360000
"27106","1958","Lithuania",8700,68.2,"Europe",2700000
"27107","1958","Luxembourg",21700,68,"Europe",310000
"27108","1958","Madagascar",2250,43.6,"Africa",4860000
"27109","1958","Malawi",510,39.7,"Africa",3460000
"27110","1958","Malaysia",2760,58.4,"Asia",7680000
"27111","1958","Maldives",1040,31.4,"Asia",85500
"27112","1958","Mali",809,33.6,"Africa",5150000
"27113","1958","Malta",2740,66.2,"Europe",311000
"27114","1958","Mauritania",1520,45.9,"Africa",811000
"27115","1958","Mauritius",2590,54.6,"Africa",623000
"27116","1958","Mexico",5710,56.3,"Americas",35800000
"27117","1958","Mongolia",1130,46,"Asia",910000
"27118","1958","Montenegro",5610,64.6,"Europe",470000
"27119","1958","Morocco",2030,49.8,"Africa",11600000
"27120","1958","Mozambique",456,40.4,"Africa",7100000
"27121","1958","Myanmar",719,39.6,"Asia",20100000
"27122","1958","Namibia",4250,50,"Africa",575000
"27123","1958","Nepal",937,42.8,"Asia",9750000
"27124","1958","Netherlands",11800,73.3,"Europe",11100000
"27125","1958","New Zealand",15700,71.1,"Oceania",2280000
"27126","1958","Nicaragua",4430,49.3,"Americas",1660000
"27127","1958","Niger",1120,41.6,"Africa",3210000
"27128","1958","Nigeria",3100,47.6,"Africa",43400000
"27129","1958","North Korea",1500,55.8,"Asia",10800000
"27130","1958","Norway",14200,73.4,"Europe",3520000
"27131","1958","Oman",4290,41.2,"Asia",528000
"27132","1958","Pakistan",1200,47,"Asia",42900000
"27133","1958","Palestine",1170,53.5,"Asia",1030000
"27134","1958","Panama",3820,62,"Americas",1070000
"27135","1958","Papua New Guinea",1060,43.1,"Oceania",1930000
"27136","1958","Paraguay",3080,66.9,"Americas",1810000
"27137","1958","Peru",5020,42.1,"Americas",9520000
"27138","1958","Philippines",2540,59.1,"Asia",24600000
"27139","1958","Poland",5980,65.9,"Europe",28700000
"27140","1958","Portugal",4940,64,"Europe",8830000
"27141","1958","Qatar",9750,58.9,"Asia",41500
"27142","1958","Romania",5620,64.2,"Europe",18200000
"27143","1958","Russia",10400,66.5,"Europe",117000000
"27144","1958","Rwanda",610,43.5,"Africa",2780000
"27145","1958","Samoa",3260,56.8,"Oceania",102000
"27146","1958","Sao Tome and Principe",1250,51.2,"Africa",62300
"27147","1958","Saudi Arabia",7600,53.5,"Asia",3860000
"27148","1958","Senegal",2000,44.8,"Africa",3040000
"27149","1958","Serbia",5970,63.7,"Europe",7440000
"27150","1958","Seychelles",5600,59.6,"Africa",40300
"27151","1958","Sierra Leone",1220,38.3,"Africa",2240000
"27152","1958","Singapore",4140,64.9,"Asia",1510000
"27153","1958","Slovak Republic",7950,69.5,"Europe",4020000
"27154","1958","Slovenia",6960,66.9,"Europe",1560000
"27155","1958","Solomon Islands",1080,48.4,"Oceania",111000
"27156","1958","Somalia",1180,43.1,"Africa",2640000
"27157","1958","South Africa",7700,51.7,"Africa",16600000
"27158","1958","South Korea",1210,52.2,"Asia",23800000
"27159","1958","South Sudan",2250,40.8,"Africa",2850000
"27160","1958","Spain",5850,68.6,"Europe",29900000
"27161","1958","Sri Lanka",1890,59.1,"Asia",9410000
"27162","1958","St. Lucia",2120,57.8,"Americas",88300
"27163","1958","St. Vincent and the Grenadines",2750,55.5,"Americas",78200
"27164","1958","Sudan",2110,47.6,"Africa",7120000
"27165","1958","Suriname",6630,60,"Americas",273000
"27166","1958","Sweden",14000,73,"Europe",7390000
"27167","1958","Switzerland",25100,71.2,"Europe",5140000
"27168","1958","Syria",2260,56,"Asia",4290000
"27169","1958","Tajikistan",3240,52.2,"Asia",1960000
"27170","1958","Tanzania",1030,47.7,"Africa",9510000
"27171","1958","Thailand",1310,56.4,"Asia",25800000
"27172","1958","Timor-Leste",716,35.9,"Asia",483000
"27173","1958","Togo",1150,42.9,"Africa",1540000
"27174","1958","Tonga",1510,61.2,"Oceania",58500
"27175","1958","Trinidad and Tobago",7220,61.6,"Americas",809000
"27176","1958","Tunisia",2090,45.4,"Africa",4080000
"27177","1958","Turkey",5450,47.5,"Asia",26200000
"27178","1958","Uganda",843,44,"Africa",6400000
"27179","1958","Ukraine",5290,67.5,"Europe",41600000
"27180","1958","United Arab Emirates",1410,52.7,"Asia",84600
"27181","1958","United Kingdom",12800,70.6,"Europe",51800000
"27182","1958","United States",17000,69.7,"Americas",181000000
"27183","1958","Uruguay",8830,67.2,"Americas",2470000
"27184","1958","Uzbekistan",2270,58.4,"Asia",8010000
"27185","1958","Vanuatu",1440,48.7,"Oceania",60000
"27186","1958","Venezuela",13500,59.9,"Americas",7560000
"27187","1958","Yemen",1400,31,"Asia",5000000
"27188","1958","Zambia",2880,49.6,"Africa",2870000
"27189","1958","Zimbabwe",1950,53,"Africa",3520000
"27190","1959","Afghanistan",1190,37.9,"Asia",8830000
"27191","1959","Albania",2660,61.6,"Europe",1590000
"27192","1959","Algeria",6190,51.4,"Africa",10800000
"27193","1959","Angola",3770,41.8,"Africa",5540000
"27194","1959","Antigua and Barbuda",4310,62.4,"Americas",54700
"27195","1959","Argentina",8510,63.9,"Americas",20300000
"27196","1959","Armenia",2350,61.7,"Asia",1810000
"27197","1959","Australia",14100,70.8,"Oceania",10100000
"27198","1959","Austria",11200,68.4,"Europe",7040000
"27199","1959","Azerbaijan",4720,57.4,"Asia",3770000
"27200","1959","Bahamas",14300,61.6,"Americas",104000
"27201","1959","Bahrain",22100,51.4,"Asia",157000
"27202","1959","Bangladesh",1020,43.3,"Asia",46800000
"27203","1959","Barbados",4750,64,"Americas",230000
"27204","1959","Belarus",3680,67.8,"Europe",8100000
"27205","1959","Belgium",12100,70.3,"Europe",9110000
"27206","1959","Belize",1990,60.2,"Americas",89500
"27207","1959","Benin",1180,40.5,"Africa",2400000
"27208","1959","Bhutan",940,41.1,"Asia",218000
"27209","1959","Bosnia and Herzegovina",1690,59.9,"Europe",3170000
"27210","1959","Botswana",962,51.7,"Africa",513000
"27211","1959","Brazil",4190,56.3,"Americas",70100000
"27212","1959","Bulgaria",4480,66.4,"Europe",7820000
"27213","1959","Burkina Faso",649,38.1,"Africa",4760000
"27214","1959","Burundi",646,41.7,"Africa",2730000
"27215","1959","Cambodia",1500,43.8,"Asia",5580000
"27216","1959","Cameroon",1820,45.6,"Africa",5070000
"27217","1959","Canada",14300,70.8,"Americas",17500000
"27218","1959","Central African Republic",1440,40.9,"Africa",1480000
"27219","1959","Chad",1490,44.1,"Africa",2950000
"27220","1959","Chile",5630,57.8,"Americas",7550000
"27221","1959","China",961,37.5,"Asia",648000000
"27222","1959","Colombia",3460,60.3,"Americas",16000000
"27223","1959","Comoros",968,45.8,"Africa",188000
"27224","1959","Congo, Dem. Rep.",2090,46.2,"Africa",14900000
"27225","1959","Costa Rica",4070,62.8,"Americas",1290000
"27226","1959","Cote d'Ivoire",2360,41.6,"Africa",3440000
"27227","1959","Croatia",7290,63.9,"Europe",4160000
"27228","1959","Cuba",9440,65,"Americas",7010000
"27229","1959","Cyprus",5310,67.3,"Asia",567000
"27230","1959","Czech Republic",11100,70,"Europe",9550000
"27231","1959","Denmark",15000,72.2,"Europe",4550000
"27232","1959","Djibouti",3640,52,"Africa",79600
"27233","1959","Dominican Republic",2610,56.1,"Americas",3180000
"27234","1959","Ecuador",4280,56.8,"Americas",4420000
"27235","1959","Egypt",1930,46.9,"Africa",26300000
"27236","1959","El Salvador",3970,52.4,"Americas",2690000
"27237","1959","Equatorial Guinea",607,40.1,"Africa",252000
"27238","1959","Eritrea",890,41.1,"Africa",1360000
"27239","1959","Estonia",6690,68.5,"Europe",1200000
"27240","1959","Ethiopia",636,38.3,"Africa",21700000
"27241","1959","Fiji",3490,59.2,"Oceania",380000
"27242","1959","Finland",9810,68.5,"Europe",4400000
"27243","1959","France",10900,70.5,"Europe",45300000
"27244","1959","Gabon",1330,43.3,"Africa",495000
"27245","1959","Gambia",1150,44.6,"Africa",357000
"27246","1959","Georgia",3040,60.6,"Asia",3940000
"27247","1959","Germany",13700,69.3,"Europe",73000000
"27248","1959","Ghana",2150,50.2,"Africa",6450000
"27249","1959","Greece",5950,70,"Europe",8230000
"27250","1959","Grenada",2030,62.5,"Americas",88300
"27251","1959","Guatemala",3320,44,"Americas",4090000
"27252","1959","Guinea",785,41.8,"Africa",3520000
"27253","1959","Guinea-Bissau",1180,38.7,"Africa",609000
"27254","1959","Guyana",3190,59.3,"Americas",554000
"27255","1959","Haiti",2200,40.3,"Americas",3790000
"27256","1959","Honduras",2450,49.3,"Americas",1980000
"27257","1959","Hungary",8690,67.2,"Europe",9970000
"27258","1959","Iceland",11000,72.8,"Europe",172000
"27259","1959","India",996,40.8,"Asia",441000000
"27260","1959","Indonesia",1710,45,"Asia",85500000
"27261","1959","Iraq",5610,48.5,"Asia",7120000
"27262","1959","Ireland",7340,69.7,"Europe",2830000
"27263","1959","Israel",6750,67,"Asia",2010000
"27264","1959","Italy",9760,69.2,"Europe",49400000
"27265","1959","Jamaica",5180,64.1,"Americas",1610000
"27266","1959","Japan",4360,67.7,"Asia",92800000
"27267","1959","Jordan",3990,53.4,"Asia",885000
"27268","1959","Kenya",1800,50.1,"Africa",7860000
"27269","1959","Kiribati",2740,49.3,"Oceania",40200
"27270","1959","Kuwait",17400,62.3,"Asia",243000
"27271","1959","Kyrgyz Republic",2730,55,"Asia",2110000
"27272","1959","Latvia",5120,69.3,"Europe",2100000
"27273","1959","Lebanon",8820,63.4,"Asia",1750000
"27274","1959","Lesotho",536,51.7,"Africa",838000
"27275","1959","Liberia",1750,40.9,"Africa",1100000
"27276","1959","Libya",9580,47.6,"Africa",1400000
"27277","1959","Lithuania",8450,67.7,"Europe",2740000
"27278","1959","Luxembourg",21700,68.3,"Europe",312000
"27279","1959","Madagascar",2290,44.2,"Africa",4980000
"27280","1959","Malawi",518,40,"Africa",3540000
"27281","1959","Malaysia",2870,59,"Asia",7910000
"27282","1959","Maldives",1060,31.8,"Asia",87600
"27283","1959","Mali",825,33.8,"Africa",5210000
"27284","1959","Malta",2760,66.4,"Europe",311000
"27285","1959","Mauritania",1560,46.8,"Africa",834000
"27286","1959","Mauritius",2660,55.7,"Africa",641000
"27287","1959","Mexico",5710,57,"Americas",37000000
"27288","1959","Mongolia",1170,46.8,"Asia",931000
"27289","1959","Montenegro",6260,65.3,"Europe",478000
"27290","1959","Morocco",1990,50.3,"Africa",12000000
"27291","1959","Mozambique",471,41.1,"Africa",7240000
"27292","1959","Myanmar",810,40.2,"Asia",20500000
"27293","1959","Namibia",4390,50.8,"Africa",588000
"27294","1959","Nepal",951,43.3,"Asia",9910000
"27295","1959","Netherlands",12200,73.3,"Europe",11300000
"27296","1959","New Zealand",16500,71,"Oceania",2320000
"27297","1959","Nicaragua",4360,50,"Americas",1720000
"27298","1959","Niger",1140,41.8,"Africa",3300000
"27299","1959","Nigeria",3160,48.3,"Africa",44300000
"27300","1959","North Korea",1450,56.6,"Asia",11100000
"27301","1959","Norway",14700,73.5,"Europe",3550000
"27302","1959","Oman",4470,42.1,"Asia",539000
"27303","1959","Pakistan",1190,48.1,"Asia",43900000
"27304","1959","Palestine",1150,54,"Asia",1050000
"27305","1959","Panama",3960,62.6,"Americas",1100000
"27306","1959","Papua New Guinea",1080,43.7,"Oceania",1970000
"27307","1959","Paraguay",2990,67.2,"Americas",1850000
"27308","1959","Peru",4890,42.5,"Americas",9780000
"27309","1959","Philippines",2640,59.4,"Asia",25400000
"27310","1959","Poland",6070,65.5,"Europe",29200000
"27311","1959","Portugal",5160,63.2,"Europe",8860000
"27312","1959","Qatar",12300,59.6,"Asia",44100
"27313","1959","Romania",5840,65.1,"Europe",18400000
"27314","1959","Russia",10100,67.2,"Europe",118000000
"27315","1959","Rwanda",631,43.8,"Africa",2860000
"27316","1959","Samoa",3300,57.5,"Oceania",105000
"27317","1959","Sao Tome and Principe",1120,51.9,"Africa",63500
"27318","1959","Saudi Arabia",8830,54.2,"Asia",3970000
"27319","1959","Senegal",2030,45.2,"Africa",3120000
"27320","1959","Serbia",6620,64.3,"Europe",7500000
"27321","1959","Seychelles",5740,60.2,"Africa",40800
"27322","1959","Sierra Leone",1270,38.7,"Africa",2270000
"27323","1959","Singapore",4660,65.5,"Asia",1570000
"27324","1959","Slovak Republic",8240,69.1,"Europe",4080000
"27325","1959","Slovenia",7740,67.2,"Europe",1580000
"27326","1959","Solomon Islands",1090,49,"Oceania",114000
"27327","1959","Somalia",1220,43.6,"Africa",2700000
"27328","1959","South Africa",7800,52.2,"Africa",17000000
"27329","1959","South Korea",1190,52.9,"Asia",24600000
"27330","1959","South Sudan",2460,41.5,"Africa",2900000
"27331","1959","Spain",5680,68.5,"Europe",30200000
"27332","1959","Sri Lanka",1870,59.6,"Asia",9640000
"27333","1959","St. Lucia",2220,58.6,"Americas",89000
"27334","1959","St. Vincent and the Grenadines",2840,56.6,"Americas",79600
"27335","1959","Sudan",2300,48,"Africa",7330000
"27336","1959","Suriname",6790,60.4,"Americas",282000
"27337","1959","Sweden",14600,73.2,"Europe",7440000
"27338","1959","Switzerland",26400,71.3,"Europe",5210000
"27339","1959","Syria",2280,56.6,"Asia",4430000
"27340","1959","Tajikistan",3140,52.6,"Asia",2020000
"27341","1959","Tanzania",1050,48,"Africa",9790000
"27342","1959","Thailand",1420,57,"Asia",26600000
"27343","1959","Timor-Leste",717,36.5,"Asia",491000
"27344","1959","Togo",1170,43.7,"Africa",1560000
"27345","1959","Tonga",1530,61.5,"Oceania",59900
"27346","1959","Trinidad and Tobago",7400,62.3,"Americas",829000
"27347","1959","Tunisia",1970,46,"Africa",4120000
"27348","1959","Turkey",5060,48.3,"Asia",26800000
"27349","1959","Uganda",863,44.6,"Africa",6590000
"27350","1959","Ukraine",5140,67.8,"Europe",42100000
"27351","1959","United Arab Emirates",1580,53.8,"Asia",87400
"27352","1959","United Kingdom",13200,70.7,"Europe",52100000
"27353","1959","United States",17900,69.9,"Americas",184000000
"27354","1959","Uruguay",7890,67.5,"Americas",2510000
"27355","1959","Uzbekistan",2200,58.9,"Asia",8270000
"27356","1959","Vanuatu",1460,49.4,"Oceania",61800
"27357","1959","Venezuela",13400,60.5,"Americas",7850000
"27358","1959","Yemen",1410,32,"Asia",5090000
"27359","1959","Zambia",3130,50.1,"Africa",2950000
"27360","1959","Zimbabwe",1990,53.4,"Africa",3630000
"27361","1960","Afghanistan",1210,38.6,"Asia",9000000
"27362","1960","Albania",2790,62.7,"Europe",1640000
"27363","1960","Algeria",6520,52,"Africa",11100000
"27364","1960","Angola",3860,42.4,"Africa",5640000
"27365","1960","Antigua and Barbuda",4420,62.9,"Americas",55300
"27366","1960","Argentina",9030,64.1,"Americas",20600000
"27367","1960","Armenia",2520,62,"Asia",1870000
"27368","1960","Australia",14300,71.3,"Oceania",10300000
"27369","1960","Austria",12100,68.7,"Europe",7070000
"27370","1960","Azerbaijan",5080,57.8,"Asia",3900000
"27371","1960","Bahamas",14800,61.9,"Americas",110000
"27372","1960","Bahrain",22600,52.8,"Asia",162000
"27373","1960","Bangladesh",1060,43.8,"Asia",48200000
"27374","1960","Barbados",4990,64.5,"Americas",231000
"27375","1960","Belarus",3950,70.6,"Europe",8180000
"27376","1960","Belgium",12600,69.6,"Europe",9170000
"27377","1960","Belize",2010,60.7,"Americas",92100
"27378","1960","Benin",1190,41.1,"Africa",2430000
"27379","1960","Bhutan",951,41.7,"Asia",223000
"27380","1960","Bosnia and Herzegovina",1760,60.6,"Europe",3230000
"27381","1960","Botswana",972,52.1,"Africa",525000
"27382","1960","Brazil",4440,56.8,"Americas",72200000
"27383","1960","Bulgaria",4860,69,"Europe",7890000
"27384","1960","Burkina Faso",659,38.6,"Africa",4830000
"27385","1960","Burundi",645,42,"Africa",2790000
"27386","1960","Cambodia",1550,43.9,"Asia",5720000
"27387","1960","Cameroon",1850,46.1,"Africa",5180000
"27388","1960","Canada",14500,71.1,"Americas",17900000
"27389","1960","Central African Republic",1430,41.4,"Africa",1500000
"27390","1960","Chad",1470,44.5,"Africa",3000000
"27391","1960","Chile",5940,58.2,"Americas",7720000
"27392","1960","China",891,30.9,"Asia",658000000
"27393","1960","Colombia",3480,61,"Americas",16500000
"27394","1960","Comoros",1030,46.3,"Africa",191000
"27395","1960","Congo, Dem. Rep.",2240,46.5,"Africa",15200000
"27396","1960","Costa Rica",4260,63.4,"Americas",1330000
"27397","1960","Cote d'Ivoire",2490,42.4,"Africa",3560000
"27398","1960","Croatia",7680,64.4,"Europe",4190000
"27399","1960","Cuba",9420,65.6,"Americas",7140000
"27400","1960","Cyprus",5520,67.7,"Asia",573000
"27401","1960","Czech Republic",11900,70.6,"Europe",9590000
"27402","1960","Denmark",15300,72.2,"Europe",4580000
"27403","1960","Djibouti",3760,52.6,"Africa",83600
"27404","1960","Dominican Republic",2650,57,"Americas",3290000
"27405","1960","Ecuador",4450,57.5,"Americas",4550000
"27406","1960","Egypt",2030,47.5,"Africa",27000000
"27407","1960","El Salvador",4000,53.2,"Americas",2760000
"27408","1960","Equatorial Guinea",659,40.5,"Africa",255000
"27409","1960","Eritrea",919,41.4,"Africa",1400000
"27410","1960","Estonia",7200,69.2,"Europe",1220000
"27411","1960","Ethiopia",656,39,"Africa",22200000
"27412","1960","Fiji",3580,59.8,"Oceania",393000
"27413","1960","Finland",10600,68.7,"Europe",4430000
"27414","1960","France",11700,70.7,"Europe",45900000
"27415","1960","Gabon",1440,43.7,"Africa",499000
"27416","1960","Gambia",1200,45.1,"Africa",368000
"27417","1960","Georgia",3270,61,"Asia",4010000
"27418","1960","Germany",14800,69.2,"Europe",73400000
"27419","1960","Ghana",2250,50.8,"Africa",6650000
"27420","1960","Greece",6150,70.4,"Europe",8270000
"27421","1960","Grenada",2070,63,"Americas",89900
"27422","1960","Guatemala",3300,44.6,"Americas",4210000
"27423","1960","Guinea",805,42.1,"Africa",3580000
"27424","1960","Guinea-Bissau",1210,39,"Africa",616000
"27425","1960","Guyana",3100,59.4,"Americas",572000
"27426","1960","Haiti",2300,40.9,"Americas",3870000
"27427","1960","Honduras",2510,50.1,"Americas",2040000
"27428","1960","Hungary",9140,68,"Europe",10000000
"27429","1960","Iceland",11100,74.2,"Europe",176000
"27430","1960","India",1040,41.5,"Asia",449000000
"27431","1960","Indonesia",1750,45.9,"Asia",87800000
"27432","1960","Iraq",6080,49.8,"Asia",7290000
"27433","1960","Ireland",7800,70.5,"Europe",2820000
"27434","1960","Israel",7000,67.3,"Asia",2090000
"27435","1960","Italy",10400,69.1,"Europe",49700000
"27436","1960","Jamaica",5410,64.7,"Americas",1630000
"27437","1960","Japan",4840,68,"Asia",93700000
"27438","1960","Jordan",4060,54.2,"Asia",932000
"27439","1960","Kenya",1890,50.9,"Africa",8110000
"27440","1960","Kiribati",2830,49.8,"Oceania",41200
"27441","1960","Kuwait",19300,63.2,"Asia",270000
"27442","1960","Kyrgyz Republic",2780,55.5,"Asia",2170000
"27443","1960","Latvia",5510,70.2,"Europe",2130000
"27444","1960","Lebanon",8910,63.7,"Asia",1800000
"27445","1960","Lesotho",564,52.4,"Africa",852000
"27446","1960","Liberia",1760,41.3,"Africa",1120000
"27447","1960","Libya",12000,49.5,"Africa",1450000
"27448","1960","Lithuania",9090,70.3,"Europe",2770000
"27449","1960","Luxembourg",22400,69.5,"Europe",315000
"27450","1960","Madagascar",2280,44.8,"Africa",5100000
"27451","1960","Malawi",522,40.3,"Africa",3620000
"27452","1960","Malaysia",3000,59.6,"Asia",8160000
"27453","1960","Maldives",1090,32.2,"Asia",89900
"27454","1960","Mali",834,34,"Africa",5260000
"27455","1960","Malta",2790,66.7,"Europe",312000
"27456","1960","Mauritania",1670,47.5,"Africa",858000
"27457","1960","Mauritius",2760,56.8,"Africa",660000
"27458","1960","Mexico",6000,57.7,"Americas",38200000
"27459","1960","Mongolia",1210,47.7,"Asia",956000
"27460","1960","Montenegro",6610,66,"Europe",487000
"27461","1960","Morocco",1950,50.7,"Africa",12300000
"27462","1960","Mozambique",472,41.7,"Africa",7390000
"27463","1960","Myanmar",815,40.8,"Asia",21000000
"27464","1960","Namibia",4680,51.5,"Africa",603000
"27465","1960","Nepal",958,43.8,"Asia",10100000
"27466","1960","Netherlands",13100,73.5,"Europe",11400000
"27467","1960","New Zealand",16200,71.5,"Oceania",2370000
"27468","1960","Nicaragua",4280,50.8,"Americas",1770000
"27469","1960","Niger",1200,42,"Africa",3390000
"27470","1960","Nigeria",3820,49,"Africa",45100000
"27471","1960","North Korea",1540,57.3,"Asia",11400000
"27472","1960","Norway",15400,73.5,"Europe",3580000
"27473","1960","Oman",4650,43,"Asia",552000
"27474","1960","Pakistan",1210,49.1,"Asia",44900000
"27475","1960","Palestine",1140,54.7,"Asia",1070000
"27476","1960","Panama",4080,63.2,"Americas",1130000
"27477","1960","Papua New Guinea",1090,44.4,"Oceania",2010000
"27478","1960","Paraguay",2940,67.4,"Americas",1900000
"27479","1960","Peru",5380,43,"Americas",10100000
"27480","1960","Philippines",2600,59.8,"Asia",26300000
"27481","1960","Poland",6320,67.8,"Europe",29600000
"27482","1960","Portugal",5460,64.4,"Europe",8890000
"27483","1960","Qatar",15500,60.3,"Asia",47400
"27484","1960","Romania",6060,66,"Europe",18600000
"27485","1960","Russia",10900,68.2,"Europe",120000000
"27486","1960","Rwanda",635,44.2,"Africa",2930000
"27487","1960","Samoa",3340,58.2,"Oceania",109000
"27488","1960","Sao Tome and Principe",1240,52.5,"Africa",64300
"27489","1960","Saudi Arabia",10200,54.9,"Asia",4090000
"27490","1960","Senegal",2020,45.5,"Africa",3210000
"27491","1960","Serbia",6950,64.8,"Europe",7560000
"27492","1960","Seychelles",6030,60.9,"Africa",41500
"27493","1960","Sierra Leone",1280,39.1,"Africa",2300000
"27494","1960","Singapore",4990,66,"Asia",1630000
"27495","1960","Slovak Republic",8810,70.5,"Europe",4140000
"27496","1960","Slovenia",8160,67.4,"Europe",1590000
"27497","1960","Solomon Islands",1110,49.5,"Oceania",118000
"27498","1960","Somalia",1210,44.2,"Africa",2760000
"27499","1960","South Africa",7870,52.7,"Africa",17500000
"27500","1960","South Korea",1150,53.6,"Asia",25300000
"27501","1960","South Sudan",2450,42.3,"Africa",2960000
"27502","1960","Spain",5740,69,"Europe",30500000
"27503","1960","Sri Lanka",1880,60,"Asia",9870000
"27504","1960","St. Lucia",2310,59.5,"Americas",89900
"27505","1960","St. Vincent and the Grenadines",2930,57.8,"Americas",80900
"27506","1960","Sudan",2280,48.5,"Africa",7540000
"27507","1960","Suriname",6940,60.8,"Americas",290000
"27508","1960","Sweden",15100,72.9,"Europe",7480000
"27509","1960","Switzerland",27600,71.3,"Europe",5300000
"27510","1960","Syria",2250,57.2,"Asia",4570000
"27511","1960","Tajikistan",3370,52.9,"Asia",2090000
"27512","1960","Tanzania",1070,48.4,"Africa",10100000
"27513","1960","Thailand",1540,57.6,"Asia",27400000
"27514","1960","Timor-Leste",719,37.1,"Asia",500000
"27515","1960","Togo",1240,44.4,"Africa",1580000
"27516","1960","Tonga",1540,61.9,"Oceania",61600
"27517","1960","Trinidad and Tobago",8070,63,"Americas",848000
"27518","1960","Tunisia",2180,46.7,"Africa",4180000
"27519","1960","Turkey",4920,49.1,"Asia",27500000
"27520","1960","Uganda",881,45.2,"Africa",6790000
"27521","1960","Ukraine",5530,69.4,"Europe",42700000
"27522","1960","United Arab Emirates",1770,55,"Asia",92600
"27523","1960","United Kingdom",13800,71,"Europe",52400000
"27524","1960","United States",18100,69.9,"Americas",187000000
"27525","1960","Uruguay",8000,67.7,"Americas",2540000
"27526","1960","Uzbekistan",2360,59.3,"Asia",8550000
"27527","1960","Vanuatu",1470,50.1,"Oceania",63700
"27528","1960","Venezuela",13000,61.1,"Americas",8150000
"27529","1960","Yemen",1420,33,"Asia",5170000
"27530","1960","Zambia",3110,50.6,"Africa",3040000
"27531","1960","Zimbabwe",2000,53.8,"Africa",3750000
"27532","1961","Afghanistan",1200,39.4,"Asia",9170000
"27533","1961","Albania",2820,63.7,"Europe",1690000
"27534","1961","Algeria",5640,52.6,"Africa",11400000
"27535","1961","Angola",4310,43,"Africa",5750000
"27536","1961","Antigua and Barbuda",4530,63.4,"Americas",56100
"27537","1961","Argentina",9510,64.2,"Americas",21000000
"27538","1961","Armenia",2610,62.4,"Asia",1940000
"27539","1961","Australia",14100,71.5,"Oceania",10500000
"27540","1961","Austria",12600,69.7,"Europe",7110000
"27541","1961","Azerbaijan",5290,58.1,"Asia",4030000
"27542","1961","Bahamas",15600,62.2,"Americas",115000
"27543","1961","Bahrain",23000,54.2,"Asia",168000
"27544","1961","Bangladesh",1090,44.3,"Asia",49600000
"27545","1961","Barbados",5360,65,"Americas",232000
"27546","1961","Belarus",4100,71.3,"Europe",8260000
"27547","1961","Belgium",13100,70.5,"Europe",9230000
"27548","1961","Belize",2030,61.3,"Americas",94700
"27549","1961","Benin",1200,41.6,"Africa",2470000
"27550","1961","Bhutan",961,42.3,"Asia",229000
"27551","1961","Bosnia and Herzegovina",1800,61.2,"Europe",3290000
"27552","1961","Botswana",991,52.5,"Africa",537000
